,track_name,track_id,artists,artist_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
903,"Concerto Grosso in B-Flat Major, HWV. 312, Op. 3 No. 1: I. Allegro",7yR7TNYmlkd7oHWYbCPrBJ,"['George Frideric Handel', 'Hans-Martin Linde', 'Linde Consort']","['1QL7yTHrdahRMpvNtn6rI2', '1ffUZhWLyoFZkU47oCLVIo', '4QAqEcbl5zoJQwZMYz08W4']",0.503,0.199,9,-19.989,1,0.0441,0.885,0.335,0.126,0.535,106.077,165440,4
904,"Concerto Grosso in B-Flat Major, HWV. 312, Op. 3 No. 1: II. Largo",0pWfQyXG2VN8UCfzfNBV4x,"['George Frideric Handel', 'Hans-Martin Linde', 'Linde Consort']","['1QL7yTHrdahRMpvNtn6rI2', '1ffUZhWLyoFZkU47oCLVIo', '4QAqEcbl5zoJQwZMYz08W4']",0.13,0.0289,6,-23.101,0,0.045,0.928,0.0124,0.0805,0.0432,171.304,248760,3
905,"Concerto Grosso in B-Flat Major, HWV. 312, Op. 3 No. 1: III. Allegro",6EG09oeO2cMUpwgZraCtu3,"['George Frideric Handel', 'Hans-Martin Linde', 'Linde Consort']","['1QL7yTHrdahRMpvNtn6rI2', '1ffUZhWLyoFZkU47oCLVIo', '4QAqEcbl5zoJQwZMYz08W4']",0.533,0.158,6,-18.596,0,0.0341,0.945,0.355,0.141,0.575,99.492,99440,4
906,"Concerto a cinque No. 2, Op. 9: I. Allegro e no presto",3Rxp9OMUjOrUTRNSIqS3NY,"['Tomaso Albinoni', 'Paul Dombrecht', 'Il Fondamento']","['17OArJzEhRR3OmhtGcnfBq', '6LkaOkgpoXG7uAdOdMycek', '7iHZBMCzbCoiG7CUZQvfHN']",0.334,0.265,1,-14.075,0,0.0462,0.822,0.772,0.0543,0.507,169.477,234347,4
907,Når Julefreden Senker Seg,3UmTY7YUlFFDIxxcAfCzzn,"['Truls Svendsen', 'Charlotte Smith', 'Norges Nye Megahit']","['0RmHkEuUEVtVOW00dJAaku', '1OWVRfp3VVMX126V8yZQfB', '35kBMx0nauaGZIhWESWrc5']",0.348,0.226,3,-13.547,1,0.0313,0.84,0.0124,0.191,0.213,163.769,151463,3
908,Når Snøen Smelter - fra Tre nøtter til Askepott,0M3G7kxxZt2W1T3PH97iXd,['Astrid S'],['3AVfmawzu83sp94QW7CEGm'],0.465,0.373,11,-8.897,1,0.0275,0.762,6.91e-06,0.178,0.158,88.974,157236,4
909,Home for Christmas,3E0fq2gqsNbQo5paAuEcmc,['Maria Mena'],['3rTRHzFfbTk5GL3LpYZGHR'],0.513,0.144,3,-15.021,1,0.0454,0.926,0.0,0.117,0.429,134.03,232000,4
910,Fuckboy,1GGk3Q73VX2eBLQ2Yp5Kr2,"['Martine Lunde', 'Norges Nye Megahit']","['22viLaDXyY28fd1WvDraoZ', '35kBMx0nauaGZIhWESWrc5']",0.828,0.695,6,-7.955,1,0.072,0.148,8.04e-06,0.101,0.871,129.98,133073,4
911,Hey Ho,0eekaX32hUmJgcinPCL1iZ,['Freddy Kalas'],['2HAShHcL0dMLf1iNzmxTi3'],0.724,0.599,7,-5.669,1,0.0546,0.205,0.0,0.0712,0.6,79.975,174947,4
912,Selmas sang (fra Snøfall),0PRX6CXffB3cARlzNCkmR4,['Eva Weel Skram'],['3u2Sz4K3PFfalhDU0vSHT3'],0.428,0.521,0,-6.242,0,0.0308,0.183,4.89e-05,0.289,0.216,88.323,208427,3
913,Du er ikke alene,6dq2NEtJvTIAIU515Pn3LM,['Victoria Nadine'],['59ha4Qt5jtbrFQljKZrx8K'],0.495,0.227,0,-8.578,0,0.0344,0.641,0.0,0.297,0.535,96.844,172009,4
914,Himmel På Jord,0WFyQgDzbQCfJuxcHW4Zrt,"['Kurt Nilsen', 'The Norwegian Radio Orchestra']","['49HPMFWsosCuRf810Ay1Vv', '17ggmeNujCFMkr3zgyXv02']",0.297,0.223,2,-9.401,1,0.0326,0.877,0.0,0.112,0.363,80.921,214947,4
915,Ludvig Daae,5TyFg2tdUPtBVKm7ZRevGk,"['Helene Olafsen', 'Norges Nye Megahit']","['74LbOioJUqae6mkQ9wDiDN', '35kBMx0nauaGZIhWESWrc5']",0.672,0.734,2,-5.834,1,0.206,0.429,0.0,0.381,0.585,134.971,108807,4
916,Home To You (This Christmas),1SBo8LdLGOieucdStHz6iV,['Sigrid'],['4TrraAsitQKl821DQY42cZ'],0.616,0.321,8,-5.505,1,0.0313,0.684,0.0,0.148,0.287,139.233,225818,4
917,God Jævla Jul,49F9D2dW6Dz1h2Yaxwhn2l,"['Oskar Westerlin', 'Norges Nye Megahit']","['0oXnxfuBoIz4DlUCbvxWxd', '35kBMx0nauaGZIhWESWrc5']",0.483,0.644,1,-9.312,0,0.105,0.04,0.0,0.426,0.675,204.094,136471,4
918,Jula Hjemme (feat. Trygve Skaug),47G1D6ZRAkj37PsONIqs8h,"['Maria Mena', 'Trygve Skaug']","['3rTRHzFfbTk5GL3LpYZGHR', '1Vd2c4IrEtcO5mrIwbep6n']",0.495,0.0594,3,-15.744,1,0.0375,0.941,0.0,0.181,0.36,134.041,232107,4
919,Stjernestøv,5e1pZcqnNAh0J2ECKYl0lb,['AURORA'],['1WgXqy2Dd70QQOU7Ay074N'],0.394,0.341,6,-10.649,1,0.0531,0.119,0.00117,0.0933,0.082,72.414,198045,4
920,Stjernesludd,0zCU35nRISaqZqlUXNEL5Z,"['Kurt Nilsen', 'The Norwegian Radio Orchestra']","['49HPMFWsosCuRf810Ay1Vv', '17ggmeNujCFMkr3zgyXv02']",0.347,0.283,2,-12.03,1,0.034,0.527,0.000102,0.0843,0.186,141.349,319813,3
921,Jul i svingen,7aow7l9y8joEIEzKSDu9eW,"['Ingebjørg Bratland', 'Ina Svenningdal']","['2tmt0z174LRgAeAi9MHA9C', '5yIIaTNUpUuzW0eP4Rfjo3']",0.539,0.33,9,-8.821,1,0.025,0.465,1.39e-05,0.0665,0.574,145.941,216080,4
922,Når himmelen faller ned,5aasUgkPxYhqKcxmNLotmH,['Anne Grete Preus'],['32mTrXKr7W8Tg4hH4S2Do1'],0.314,0.558,4,-6.791,1,0.0273,0.0298,1.77e-06,0.436,0.353,76.975,231227,4
923,Loud Luxury 2022,3IVkcYvMiqvRKa4ip0E7a8,"['Ballinciaga', 'Kevin Lauren']","['7GgWpPrcNYH90st7I3nJtv', '0MVtdQmPsEozKSPjeLUyn1']",0.845,0.664,8,-3.853,0,0.0924,0.0544,0.0107,0.133,0.67,119.972,122332,4
924,Magi - fra Kristiania Magiske Tivolitheater,60sMfMRKuq42HIcjCDYhM3,['Sebastian Zalo'],['5CGn9wJhdFhjB3DoU7LHX0'],0.497,0.596,0,-7.433,0,0.0446,0.102,0.0,0.351,0.24,101.839,154134,4
925,"Let It Snow, Let It Snow, Let It Snow",74yQRKUunP1sRjnnMks4SG,"['Kurt Nilsen', 'The Norwegian Radio Orchestra']","['49HPMFWsosCuRf810Ay1Vv', '17ggmeNujCFMkr3zgyXv02']",0.404,0.475,5,-8.988,1,0.0536,0.717,0.0,0.0616,0.655,146.827,126200,4
926,GHOST TOWN,135Lf4Q0CzlMNfOxbEUsLH,['Benson Boone'],['22wbnEMDvgVIAGdFeek6ET'],0.391,0.335,0,-10.064,1,0.0763,0.389,0.0,0.102,0.116,174.185,193733,3
927,Harryhandel Halleluja,2nERzk99mUpwd8XrBOVADz,"['Oskar Westerlin', 'Norges Nye Megahit']","['0oXnxfuBoIz4DlUCbvxWxd', '35kBMx0nauaGZIhWESWrc5']",0.842,0.642,7,-7.353,1,0.0529,0.161,0.0,0.12,0.684,103.968,123462,4
928,Pretty,4c2FHHtnHFMWs5vpbGXr6i,"['Astrid S', 'Dagny']","['3AVfmawzu83sp94QW7CEGm', '6Paz0vXJJ9bCPf0fEm3qzg']",0.633,0.829,9,-6.304,1,0.0496,0.0653,0.0,0.0907,0.333,95.966,175777,4
929,Den fineste Chevy'n (feat. Maria Mena),2Y7npn076wSZJgH8HVr2B2,"['Halva Priset', 'Maria Mena']","['05XcYmdt6oIP0URKWYnyWk', '3rTRHzFfbTk5GL3LpYZGHR']",0.619,0.538,6,-9.63,1,0.0546,0.141,0.0,0.265,0.363,90.911,185373,4
930,En Til,6i0hamv6503yPkeSfnZogU,"['Oskar Westerlin', 'Norges Nye Megahit']","['0oXnxfuBoIz4DlUCbvxWxd', '35kBMx0nauaGZIhWESWrc5']",0.727,0.857,0,-9.138,1,0.18,0.0296,0.0,0.903,0.258,123.993,156774,4
931,Smilet i ditt eget speil,2bSVFkcYAQwkGlGK7v1Ihl,['Chris Holsten'],['63Dir7MyAhpGcHU3rOh3uF'],0.618,0.471,6,-9.746,1,0.048,0.4,4.45e-06,0.0826,0.326,81.0,172834,4
932,Mr. Invisible,4azExlbs2fjDn0afyCZLFq,['Apollo 13'],['3tmdG78hf2OW2e3LFwtDAK'],0.584,0.627,9,-11.256,1,0.0331,0.0217,9.19e-05,0.0752,0.558,76.511,207254,4
933,Gold Leaf,7zmZaMAGzzHcjDaqG3ADKO,['Apollo 13'],['3tmdG78hf2OW2e3LFwtDAK'],0.635,0.8,5,-8.114,0,0.028,3.09e-05,0.00362,0.0806,0.886,108.057,211111,4
934,INDUSTRY BABY (feat. Jack Harlow),2Pner0zYKaSPQ3YeYYXdup,"['Lil Nas X', 'Jack Harlow']","['7jVv8c5Fj3E9VhNjxT4snq', '2LIk90788K0zvyj2JJVwkJ']",0.736,0.699,10,-7.404,0,0.0579,0.0221,0.0,0.0486,0.911,149.991,212000,4
935,abc (nicer),6Vb1LGvWPpP3aeuRcp098D,['GAYLE'],['2VSHKHBTiXWplO8lxcnUC9'],0.694,0.545,4,-6.06,1,0.0446,0.252,0.0,0.38,0.418,121.858,168602,4
936,Need to Know,4GcmlWvhVYsb8vTEaq5492,['Doja Cat'],['5cj0lLjcoR7YOSnhnX0Po5'],0.652,0.608,1,-6.61,1,0.0635,0.286,0.0,0.0925,0.249,130.016,210560,4
937,Knife Talk (with 21 Savage ft. Project Pat),38OxzrXfvFjyKWtgAkWdOK,"['Drake', '21 Savage', 'Project Pat']","['3TVXtAsR1Inumwj472S9r4', '1URnnhqYAYcrqrcwql10ft', '08Ld63UgKrJ0nZnCkzHtzc']",0.852,0.358,5,-10.804,0,0.164,0.12,2.2e-05,0.0714,0.176,145.906,242966,4
938,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),04m2nJR2Ia6d1ZOt8gi5xA,['Taylor Swift'],['06HL4z0CvFAxyc27GXpf02'],0.631,0.522,0,-8.649,1,0.0302,0.279,0.0,0.0875,0.213,93.0,613027,4
939,Kiss Me More (feat. SZA),0VXNv42fMCHUaugnEgTeI7,"['Doja Cat', 'SZA']","['5cj0lLjcoR7YOSnhnX0Po5', '7tYKF4w9nC0nq9CsPZTHyP']",0.781,0.692,8,-3.479,1,0.0301,0.245,0.000168,0.123,0.726,110.962,208867,4
940,B. D’OR (feat. Wizkid),3ketN3dth18vSJ1T3HIztN,"['Burna Boy', 'WizKid']","['3wcj11K77LjEY1PkEazffa', '3tVQdUvClmAT7URs9V3rsp']",0.873,0.658,4,-8.031,0,0.108,0.00858,0.0061,0.0999,0.483,104.033,189800,4
941,Champion Sound,3vTW0qXIitjhZW5kfTwBTv,"['DaVido', 'Focalistic']","['0Y3agQaa6g2r0YmHPOO9rh', '2GJMSZ7M3D0KyyKRhYgWju']",0.861,0.475,1,-11.952,0,0.0537,0.0325,0.322,0.0708,0.248,113.016,237876,4
942,Dior,6nLdg1lpE3dHLmNam1aoA6,['Ruger'],['0a1SidMjD8D6EHvJph4n2H'],0.75,0.539,7,-6.704,1,0.215,0.164,0.0226,0.0633,0.809,196.054,220526,4
943,Sip (Alcohol),4tr4oHjFijp0EgISHYDIXe,['Joeboy'],['1XavfPKBpNjkOfxHINlMHF'],0.812,0.616,10,-7.377,0,0.174,0.792,0.000464,0.0971,0.842,99.996,158400,4
944,Come My Way,3PnkEOvEKu7s2qQJ5mHpNl,['Wande Coal'],['1fYVmAFB7sC7eDoF3mJXla'],0.9,0.762,2,-5.035,1,0.0372,0.742,0.00246,0.0681,0.802,113.006,208719,4
945,Eh God (Barnabas),2Ydj7wgn4ZrFFQsfFBTTYJ,['Kizz Daniel'],['1X6cBGnXpEpN7CmflLKmLV'],0.855,0.854,0,-5.708,0,0.0901,0.14,0.318,0.379,0.658,111.081,184800,4
946,Peru,0lk5tzmaJWVAv5GBvpm3xu,['Fireboy DML'],['75VKfyoBlkmrJFDqo1o2VY'],0.951,0.415,7,-6.847,0,0.077,0.572,0.00403,0.0792,0.633,108.014,151641,4
947,love nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix],140dx97IbJbQhIMd7AaHeb,"['CKay', 'Joeboy', 'Kuami Eugene']","['048LktY5zMnakWq7PTtFrz', '1XavfPKBpNjkOfxHINlMHF', '0GGKrcPOlBkmBzQDf2Ogkl']",0.655,0.708,5,-6.403,0,0.141,0.568,0.00117,0.113,0.525,186.017,188093,4
948,Cold Outside,2jZ2MrAk8iNZk1dsI0Vr5z,"['Timaya', 'Buju']","['7gEgjd9W1P1iAD9FbubrqC', '3zaDigUwjHvjOkSn0NDf9x']",0.737,0.663,11,-6.981,0,0.101,0.287,0.0508,0.523,0.839,98.014,181224,4
949,Feel Good,0int0g8dikLn0uhd1b1iZu,['Mohbad'],['0a8YNI8VHVPYKIPvCiJDxa'],0.855,0.841,8,-5.208,1,0.125,0.109,0.00264,0.0893,0.719,117.997,169814,4
950,Rock,5mcD4M6ERcFxeB2T6oe4dZ,['Olamide'],['4ovtyvs7j1jSmwhkBGHqSr'],0.917,0.628,1,-7.542,1,0.188,0.362,0.273,0.102,0.828,103.993,185769,4
951,Somebody’s Son (Ft Brandy),3Z9B9GQ2fFx4IRCG8bbWys,"['Tiwa Savage', 'Brandy']","['1hNaHKp2Za5YdOAG0WnRbc', '05oH07COxkXKIMt6mIPRee']",0.705,0.809,5,-4.484,1,0.068,0.145,5.75e-05,0.216,0.508,107.21,218131,4
952,No Way,18NFG8jPg2FaxGlWG6IMOg,"['Jimohsoundz', 'Loyz']","['0Jt3O4jM9QL5Atkl3WRhCJ', '0talF2YGN6GCxULc9faVSq']",0.497,0.497,3,-9.217,0,0.216,0.36,3.79e-06,0.062,0.51,101.921,187794,4
953,Kilometre,0oQgoesQJq0fRnWOY1D73g,['Burna Boy'],['3wcj11K77LjEY1PkEazffa'],0.724,0.806,9,-3.993,1,0.175,0.054,0.0,0.053,0.449,102.924,152824,4
954,Anoti,60lUecrFeE2t6QMJ1Nmsve,['WizKid'],['3tVQdUvClmAT7URs9V3rsp'],0.634,0.73,11,-7.353,0,0.385,0.378,2.04e-05,0.0985,0.575,101.901,181360,4
955,Lie,5jVpi3fFf5OGAZ5bpe4Bhy,['Kizz Daniel'],['1X6cBGnXpEpN7CmflLKmLV'],0.495,0.633,6,-6.675,1,0.294,0.511,0.00337,0.0927,0.738,201.726,156600,4
956,Understand,6teW0qt23aGnWhC0rSvtoz,['Omah Lay'],['5yOvAmpIR7hVxiS6Ls5DPO'],0.697,0.653,0,-7.284,1,0.102,0.166,0.231,0.0911,0.627,99.982,174545,4
957,KPK (Ko Por Ke),4r0aW0nezMcvAH5Z9dxxJ9,"['Rexxie', 'Mohbad']","['5z207JpMeX1oCYVvMKReku', '0a8YNI8VHVPYKIPvCiJDxa']",0.818,0.836,8,-6.113,0,0.0391,0.0945,0.42,0.0855,0.317,123.015,191723,4
958,My Bebe,45vxLycdxPlmBybrAOHdNH,['Omah Lay'],['5yOvAmpIR7hVxiS6Ls5DPO'],0.844,0.704,6,-6.854,1,0.106,0.0791,0.571,0.0688,0.871,99.999,153892,4
959,Ojuju,5bAVflFzE8qdHwkBpjEMN7,"['Troniq Music', 'Oxlade']","['21s2eqp56FkfHrrXpSTixv', '3WTrdbZU99dgTtt3ZkyamT']",0.608,0.707,8,-6.884,1,0.247,0.27,0.0,0.112,0.792,60.69,187300,3
960,Holy Father,6PojTTCNlz3qo3qBKuUyaO,"['Mayorkun', 'Victony']","['3DNCUaKdMZcMVJIS7yTskd', '1E5hfn5BduN2nnoZCJmUVG']",0.784,0.865,11,-5.679,0,0.155,0.301,0.000324,0.11,0.491,115.96,184000,4
961,Mad Love,5QTFIBbz91UGHCkpQMsRw9,['EM Jhae'],['0AG2EGGebO3bzHPNfCTesO'],0.645,0.626,8,-7.879,1,0.215,0.179,0.0,0.504,0.891,93.794,144688,4
962,Dem Dey Rush Us,4SumjeqmqZugFfHiCnwx7L,"['Mr. 2Kay', 'Aaron Samuel', 'Novice2STAR']","['0UxV9IbmiHldBsk0dEJD8j', '5RQnYOtAJmkV0gSTD7GfJU', '6vqwCw6es5tRcXByhDzkVe']",0.826,0.74,3,-4.036,1,0.0363,0.299,0.0,0.0795,0.961,104.997,169213,4
963,Essence (feat. Tems),5FG7Tl93LdH117jEKYl3Cm,"['WizKid', 'Tems']","['3tVQdUvClmAT7URs9V3rsp', '687cZJR45JO7jhk1LHIbgq']",0.849,0.707,0,-6.002,1,0.113,0.0266,8.58e-06,0.618,0.602,104.027,248040,4
964,Drug Test,0EWAg7f6cjbeXyla86JKZ5,['Naira Marley'],['5DfaMudUwkoz6TAPYifqkJ'],0.946,0.672,0,-6.754,1,0.245,0.137,0.000253,0.0976,0.698,120.015,168911,4
965,Feeling,29e2gdZN35wxeGgDtkXjIa,"['LADIPOE', 'Buju']","['379IT6Szv0zgnw4xrdu4mu', '3zaDigUwjHvjOkSn0NDf9x']",0.615,0.575,7,-6.515,0,0.4,0.26,4.27e-06,0.324,0.552,134.791,224000,5
966,Bounce,0N83qk5axJe71xNDXeViFQ,['Rema'],['46pWGuE3dSwY3bMMXGBvVS'],0.463,0.847,11,-6.776,0,0.0511,0.0307,0.0,0.117,0.625,114.962,187783,4
967,Tanana (feat. Tiwa Savage),5jJdswW6cxt662UZ1ega9o,"['DaVido', 'Tiwa Savage']","['0Y3agQaa6g2r0YmHPOO9rh', '1hNaHKp2Za5YdOAG0WnRbc']",0.766,0.736,6,-5.716,1,0.187,0.37,0.0,0.143,0.916,95.934,222000,4
968,Forever (Remix),4vLY6fJQWgBzQYHzguDZme,"['Gyakie', 'Omah Lay']","['1zO1FWFxxNUCqUuGATxZQZ', '5yOvAmpIR7hVxiS6Ls5DPO']",0.543,0.482,1,-5.927,1,0.0526,0.286,0.000395,0.101,0.522,133.369,201600,5
969,Medicine,5KD0JO8AHXZ9MFByI6SHqA,['Jaywillz'],['0eYIT8bKfvhhDHFH1A0rxk'],0.606,0.795,6,-4.299,0,0.202,0.285,0.00351,0.0971,0.65,130.989,159679,5
970,Ginger (feat. Burna Boy),51mLQ3w7yR7vjdSTFLWaY5,"['WizKid', 'Burna Boy']","['3tVQdUvClmAT7URs9V3rsp', '3wcj11K77LjEY1PkEazffa']",0.545,0.749,4,-6.621,0,0.153,0.103,0.0,0.232,0.681,100.503,196147,4
971,Ke Star - Remix,7b3991NnMDhwZRq7C2Cpgc,"['Focalistic', 'DaVido', 'Virgo Deep']","['2GJMSZ7M3D0KyyKRhYgWju', '0Y3agQaa6g2r0YmHPOO9rh', '4Ml0ZcVza4oApvqWK8K7wM']",0.883,0.533,10,-12.851,0,0.0547,0.00597,0.00135,0.0731,0.2,112.017,328766,4
972,Party Next Door,59Nx2mCgNwC6xD5rFDv7LD,"['Dangbana Republik', 'Bella Shmurda']","['5ezmlxcj3HQvg2XZamXlZK', '7kK5badbqOjd8WlT2XWMeM']",0.788,0.857,9,-6.004,1,0.33,0.163,0.0,0.0959,0.626,114.04,198962,4
973,This Your Body,2cJesgQwggcf3ciGuD6Z1I,"['Skales', 'DaVido']","['1ixqGowpDM21RwyJmJ7hpv', '0Y3agQaa6g2r0YmHPOO9rh']",0.868,0.805,0,-5.654,1,0.111,0.431,0.000205,0.0814,0.399,115.027,212870,4
974,Celebrate Me,02J7gPkx8wI2NDi8eWM4w4,['Patoranking'],['2hKQc001G7ggs3ZyxMdkGq'],0.698,0.743,7,-6.717,0,0.173,0.358,0.0,0.142,0.708,99.955,239706,4
975,High,7l8VNas2HcqyvsvOSjXDQt,"['Adekunle Gold', 'DaVido']","['2IK173RXLiCSQ8fhDlAb3s', '0Y3agQaa6g2r0YmHPOO9rh']",0.802,0.864,6,-5.442,0,0.0386,0.106,0.00107,0.0408,0.828,115.997,193758,4
976,Fashion Killer,3R2Etej4zzbt8LTs3rvJA1,['Ayra Starr'],['3ZpEKRjHaHANcpk10u6Ntq'],0.777,0.674,5,-8.998,0,0.147,0.236,0.00039,0.138,0.336,99.966,177000,4
977,Monalisa,1zwZ26A7OA5wTrA3FejCLL,"['Lojay', 'Sarz']","['3ONGmday8YN8AkbsRk01iL', '408vMm7y1227ASq7GmWygZ']",0.827,0.705,10,-6.756,0,0.0429,0.0813,0.00556,0.102,0.624,113.006,213992,4
978,Betty Butter,6auzoDx8DfFCIPW76Q8vW9,"['Mayorkun', 'DaVido']","['3DNCUaKdMZcMVJIS7yTskd', '0Y3agQaa6g2r0YmHPOO9rh']",0.88,0.567,2,-4.049,1,0.0585,0.576,0.0,0.346,0.823,110.086,129802,4
979,Ozumba Mbadiwe,4NLFnAPoMAiuuK8iXnit6W,['Reekado Banks'],['3bxZkzk0PLHcetO9o4oxXn'],0.785,0.782,5,-6.803,0,0.0358,0.424,0.00644,0.108,0.635,109.961,212636,4
980,Okay,2Iv3GHM3xFKIPbYSnhJAXO,['Adekunle Gold'],['2IK173RXLiCSQ8fhDlAb3s'],0.677,0.675,0,-5.443,0,0.264,0.288,0.0,0.13,0.632,100.268,186300,4
981,Felicitation,6xtTBamjPm46cWhRAlLLsO,"['Dj Voyst', 'Joeboy']","['7g61HbXl5DD2soIUBikmUA', '1XavfPKBpNjkOfxHINlMHF']",0.774,0.76,10,-7.864,1,0.0584,0.0847,0.00238,0.115,0.761,115.99,165517,4
982,Godly,33dN3Nd9aRz4nzha4oIGnX,['Omah Lay'],['5yOvAmpIR7hVxiS6Ls5DPO'],0.64,0.574,5,-8.951,0,0.091,0.138,0.00492,0.342,0.538,198.014,175215,4
983,Coming,1H2IEdM9irHOk4YTQTgRxE,"['Naira Marley', 'Busiswa']","['5DfaMudUwkoz6TAPYifqkJ', '3RThWxnHbyN5Hvkr66eYj7']",0.828,0.921,1,-2.971,1,0.143,0.226,0.00213,0.126,0.678,120.971,247934,4
984,Rush,3NEXGg6cMdI0GsVLGICfRK,"['Dangbana Republik', 'Bella Shmurda']","['5ezmlxcj3HQvg2XZamXlZK', '7kK5badbqOjd8WlT2XWMeM']",0.825,0.841,11,-4.813,1,0.107,0.35,0.000435,0.238,0.643,119.97,150073,4
985,Bling (feat. Amaarae & Buju),7MQ2FWFVuim1L1O3wXjkdZ,"['Blaqbonez', 'Amaarae', 'Buju']","['12kjvw4e3gLp6qVHO65n7W', '21UPYSRWFKwtqvSAnFnSvS', '3zaDigUwjHvjOkSn0NDf9x']",0.658,0.466,1,-5.837,0,0.384,0.0685,0.00016,0.0803,0.732,132.532,230000,3
986,Abule,1zlXoec0SiUL4tyNnuHzUO,['Patoranking'],['2hKQc001G7ggs3ZyxMdkGq'],0.687,0.79,8,-7.122,1,0.194,0.119,2.57e-05,0.104,0.603,99.669,199198,4
987,Too Many Women,19l8i6cV0tUIn3ON8duR4r,"['Ajebutter22', 'Boj', 'Falz']","['36gl2NBJNRaQakdS4fTKGW', '4qYpTEJThZ8FC8KzyFrSWW', '2s187JqHC9kipPLBLWXubl']",0.739,0.637,2,-6.545,1,0.26,0.529,5.37e-05,0.172,0.763,99.861,201600,4
988,Naira Marley,4psOOvBSTGC5NE1uxvwkbz,['Zinoleesky'],['6Kp3KWPiVgi33DkJqo9T4g'],0.814,0.7,8,-7.127,1,0.224,0.246,0.0309,0.313,0.436,117.153,133444,4
989,FOR YOU,1tj7Pn7RFy82MTwM3TvLkw,"['Teni', 'DaVido']","['3ukrG1BmfEiuo0KDj8YTTS', '0Y3agQaa6g2r0YmHPOO9rh']",0.724,0.62,7,-5.576,1,0.101,0.29,3.57e-06,0.105,0.478,107.159,188411,4
990,Lupita Nyongo,35u0vSLKMzu1E8Y4ZHeZPj,['Reekado Banks'],['3bxZkzk0PLHcetO9o4oxXn'],0.824,0.834,1,-6.505,1,0.0382,0.296,0.0746,0.111,0.542,115.029,187826,4
991,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),09gysnJpfQ3ublBmJDfcEC,"['Amaarae', 'Kali Uchis', 'Moliy']","['21UPYSRWFKwtqvSAnFnSvS', '1U1el3k54VvEUzo3ybLPlM', '2hVWBpjLW4Q7fboYz2pVYK']",0.87,0.523,1,-8.052,0,0.0602,0.433,2.07e-05,0.113,0.319,110.02,204764,4
992,Snapchat,10m1yYuud3w7bb43srjbWi,['Ruger'],['0a1SidMjD8D6EHvJph4n2H'],0.809,0.454,1,-5.715,1,0.0429,0.121,0.000177,0.218,0.309,94.033,206775,4
993,Baby Riddim,77eZIuMTB9HrQ86L4ljqEX,['Fave'],['4wAqlYtTaaHELEgyCh9KjG'],0.549,0.646,11,-5.092,1,0.0967,0.454,0.0,0.109,0.76,126.774,190677,5
994,∞ LOVE (feat. Guè),2VyZWWKamfq7kVnh5gMgPd,"['Marracash', 'Guè']","['5AZuEF0feCXMkUCwQiQlW7', '7F2utINZ6tSokSiZTQBE27']",0.726,0.828,7,-5.191,0,0.071,0.105,0.0,0.0873,0.307,125.002,218368,4
995,SAPORE – with Tedua,3QdtpN3K8s2aDsX6o10KZK,"['Fedez', 'Tedua']","['3pgCLfNbw5ozIfoNsvDU7i', '1AgAVqo74e2q4FVvg0xpT7']",0.76,0.692,5,-6.243,1,0.113,0.061,2.8e-06,0.303,0.482,125.041,195480,4
996,Pastello Bianco,0bKDQionn4VKcgNKbs4SWX,['Pinguini Tattici Nucleari'],['6RdcIWVKYYzNzjQRd3oyHS'],0.546,0.652,0,-3.852,1,0.0339,0.451,0.0,0.123,0.378,139.875,236417,4
997,CRAZY LOVE,3HYK8FMGNQu1Whl8DdtsRC,['Marracash'],['5AZuEF0feCXMkUCwQiQlW7'],0.725,0.713,9,-5.958,0,0.0484,0.224,2.13e-05,0.104,0.392,123.003,192688,4
998,Veleno,5b5LAmQZx3mKmhL7PQGegi,['Guè'],['7F2utINZ6tSokSiZTQBE27'],0.793,0.772,2,-6.005,1,0.0422,0.24,3.15e-06,0.145,0.674,94.998,194107,4
999,KUMITE,6yaNNYWPjkWHbh1jADEyJO,['Salmo'],['3hBQ4zniNdQf1cqqo6hzuW'],0.816,0.711,7,-4.45,0,0.121,0.0614,0.0,0.103,0.775,140.062,170018,4
1000,MI FAI IMPAZZIRE,1x3Qb8np6S1UvpSLthwEJN,"['BLANCO', 'Sfera Ebbasta']","['1MRiIeZbc0cRuxOafDUCtH', '23TFHmajVfBtlRx5MXqgoz']",0.477,0.844,11,-4.87,1,0.0458,0.00273,0.0,0.137,0.203,169.941,220235,4
1001,NEMESI (feat. BLANCO),1oMZnVIuo6GmUNnemu8sLu,"['Marracash', 'BLANCO']","['5AZuEF0feCXMkUCwQiQlW7', '1MRiIeZbc0cRuxOafDUCtH']",0.736,0.736,0,-7.597,0,0.0641,0.136,0.000345,0.0753,0.333,120.02,175627,4
1002,SUI MURI,5M3SYjElWjKlD3jgONFw4w,['PSICOLOGI'],['0fskdccy6fvnWMNMNPqEro'],0.422,0.477,11,-8.12,1,0.0384,0.739,0.0,0.255,0.39,76.183,181530,4
1003,Finché Non Mi Seppelliscono,16EJNayKtC09M0Fi7Py47s,['BLANCO'],['1MRiIeZbc0cRuxOafDUCtH'],0.727,0.833,4,-2.594,1,0.0316,0.349,0.0,0.232,0.86,130.024,168000,4
